id,Text1,Text2,Class
11103,An older gentleman is showing this woman how this device operates.,The old man is eating ice cream alone.,Conflict
11104,A woman in a white dress is laying on the ground next to a man dressed in gray.,A bride and groom are rolling down a hill.,Conflict
11105,a boy plays on the swing.,A boy is outside.,Duplicate
11106,Person at help desk using telephone.,A person is eating pizza..,Conflict
11107,A girl in a white dress is posing as a ballerina.,A girl in a white dress is posing as a ballerina for fun.,Neutral
11108,A man wearing a blue hat is peering out at train tracks.,The woman is sitting on the train tracks.,Conflict
11109,A man sitting with headphones at a table.,A man sitting in a tree.,Conflict
11110,A young boy in a beige jacket laughs as he reaches for a teal balloon.,The boy plays with the balloon.,Duplicate
11111,Two dogs wrestle in the snow in a fenced-in area.,It is wintertime.,Neutral
11112,A woman in a dimly lit room speaks to a crowd of mostly children and a few adults.,A woman is speaking to a crowd.,Duplicate
11113,The software engineer optimizes the algorithm.,The programmer improves efficiency.,Duplicate
11114,Five women and one man are wearing multicolored skirts dancing under a grooved structure.,Five females and one male were wearing clothes.,Duplicate
11115,Many cyclists are taking part in a racing competition.,There are cyclists outdoors.,Duplicate
11116,A woman cooks on the stove in her kitchen as her dog begs below.,The woman is inside.,Duplicate
11117,A child dressed as Spiderman ringing a doorbell.,The child is trick-or-treating.,Neutral
11118,"Two babies asleep in a highchair , one baby wearing blue and the other wearing red.",One baby is wearing red.,Duplicate
11119,An elderly couple are walking down a beach on a cloudy overcast day.,An elderly couple stroll down the beach before a storm.,Duplicate
11120,A boy in a blue and white shirt is pointing up and a second boy in a white shirt shields his eyes.,A child points at another.,Duplicate
11121,Man waits in his chair for a barber to shave his face.,A man is going to have his hair colored.,Conflict
11122,"An older , male construction worker wearing a yellow vest climbing down from the roof of a building onto scaffolding.",An older man climbs down from the roof.,Duplicate
11123,A group of children watching a child hit a pinata.,The children and the pinata are watching TV in the house.,Conflict
11124,A lady getting ready to snap a photo.,a lady taking a picture,Duplicate
11125,A man in a baseball cap is creating a sculpture of a man.,A person is sculpting one of their siblings.,Neutral
11126,Man thigh deep in the ocean splashes water in the air.,A man stands in the ocean..,Duplicate
11127,three ladies posing for the camera Some ladies are posing.,three ladies posing for the camera Ladies are posing for the camera,Neutral
11128,A man turns his head to the side as he sits with a woman on a dark street with lights.,A man and a woman walk down the street.,Conflict
11129,A man driving a car in a parade.,A woman driving a car in a parade.,Conflict
11130,Rollback deployment reverts to a previous version of software in case of issues or failures.,Rollback deployment allows reverting to a previous version of software in case of issues or failures.,Neutral
11131,A girl is sitting on a bench eating ice cream with a bike next to her.,A person is sitting on a bench eating ice cream with a bike next to her.,Duplicate
11132,A soccer team with blue jerseys is huddled together with their hands touching above their heads.,A soccer teams bunches together.,Duplicate
11133,A man drinking water with a black shirt on that reads `` money talks ''.,A man is drinking water at a fastfood place.,Neutral
11134,Men sell goods and wares on a street.,Street vendors selling merchandise.,Duplicate
11135,A female chef is showing off her carved fruits.,A chef is displaying an expertly carved pineapple and watermelon.,Neutral
11136,Group of people in life jackets watch two you boys play with two sticks like swords.,The group of people are watching two girls eat cake.,Conflict
11137,A young woman rides in a car.,A new driver is enjoying her first joyride.,Neutral
11138,Two little girls in matching dresses are standing outside.,Two little girls playing inside.,Conflict
11139,Man in blue shirt is having a conversation with the man in the jacket.,A man is conversing with another man.,Duplicate
11140,The dogs run in the green field.,There are dogs swimming in a lake.,Conflict
11141,Three women wearing white gowns are dancing.,The women are moving around.,Duplicate
11142,Several children in colorful costumes sit in front of an iMac monitor in a room decorated with red curtains and blue flags.,Nude children are jumping on a trampoline.,Conflict
11143,A little girl rides a tricycle.,A little boy rides a tricycle.,Conflict
11144,A girl asleep in a bus seat a girl sleeps.,The girl is sleeping in the seat.,Duplicate
11145,A girl wading through water in a lake.,A girl riding on a jet ski,Conflict
11146,4 men and 1 woman working at their computers in an office.,Five workers at their computers.,Duplicate
11147,Some Marines in an honor guard are carrying flags and marching in a low key parade in front of a few spectators sitting on a curb.,The people are in a parade.,Duplicate
11148,A person wearing a dress walking along water in the mud.,A person walking beside a river.,Neutral
11149,An action shot of a volleyball player spiking the ball.,A person playing.,Duplicate
11150,This picture is taken outside a bus with people of Asian descent riding along with open windows.,A bus taking people on a tour of the city.,Neutral
11151,Two men in suits sit behind a counter in a wood-paneled area.,Two men wearing pants are standing up behind a counter.,Conflict
11152,A young kid is walking very carefully.,A juvenile is walking slowly.,Duplicate
11153,A woman in a hat holding her harvest while clamping her sickle in her armpit.,The woman has something in her armpit.,Duplicate
11154,A woman wearing a hat and a woman wearing sandals looking to the left of them on a busy street.,The women look at the busy street.,Duplicate
11155,There are 2 men climbing a sand dune.,The men are sitting,Conflict
11156,adult with red boots and purse walking down the street next to a brink wall.,A woman with brown boots and a handbag walks downa street next to a glass building.,Conflict
11157,A kid sitting on an upside boat by the waterfront.,A kid sits on his dads old boat,Neutral
11158,A man standing in shallow water with clothes on kicks his foot up to splash the water.,The man is eating oranges.,Conflict
11159,Several players playing a game of hockey outside on the road.,No one is playing hockey outside.,Conflict
11160,A hiker has sat down to remove one of his shoes.,A hiker is bent over toward their feet.,Neutral
11161,A man in a tuxedo is pointing to a picture on a screen.,The man is wearing sweatpants watching TV.,Conflict
